title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Lost wing at.0,A,99.26,94.28,41.29,0,60.46,90.59,1261,NOTES
童話回廊,N,42.63,37.14,43.64,0,0,15,484,SCRATCH
童話回廊,H,79.71,78.57,53.9,0,0,35.26,905,NOTES
童話回廊,A,140.23,130.26,57.75,0,0,125.1,1592,NOTES
Apocalypse,N,42.03,37.14,6.86,0,4.37,1.4,580,NOTES
Apocalypse,H,79.43,64.28,17.95,0,12.53,36.17,1096,NOTES
Apocalypse,A,131.46,118.42,38.54,0,62.09,120.55,1814,NOTES
神謳 -RESONANCE-,N,52.94,50,6.59,0,0,21.09,702,NOTES
神謳 -RESONANCE-,H,96.9,82.85,10.98,0,0,70.6,1285,NOTES
神謳 -RESONANCE-,A,154.28,134.21,34.06,0,0,151.61,2047,NOTES
THE CANNONBALLER,N,56.28,47.14,20.77,0,0,11.8,770,NOTES
THE CANNONBALLER,H,90.35,75.71,31.42,0,0,46.1,1236,NOTES
THE CANNONBALLER,A,127.77,119.73,42.6,0,0,121.81,1748,NOTES
THE CANNONBALLER,L,174.8,164.28,45.26,0,0,186.22,2398,CHORD
ナイトシティー・アヴァンチュール,N,40.65,41.42,13.07,0,0,10.8,521,PEAK
ナイトシティー・アヴァンチュール,H,60.39,51.42,23.87,0,0,49.68,774,NOTES
ナイトシティー・アヴァンチュール,A,81.69,78.57,23.87,0,0,68.66,1047,NOTES
DEATH†ZIGOQ ～怒りの高速爆走野郎～,N,60.5,55.71,26.07,0,3.28,13.85,710,NOTES
DEATH†ZIGOQ ～怒りの高速爆走野郎～,H,108.39,98.57,52.15,0,4.21,76.68,1272,NOTES
DEATH†ZIGOQ ～怒りの高速爆走野郎～,A,176.3,162.5,91.26,0,19.87,157.72,2075,NOTES
DEATH†ZIGOQ ～怒りの高速爆走野郎～,L,200,182.14,111.92,0,16.74,200,2459,NOTES
Initiation,N,59.24,57.14,8.49,0,11.4,20.2,762,NOTES
Initiation,H,99.28,97.14,15.86,0,57.18,85.7,1277,NOTES
Initiation,A,156.76,155.35,20.39,0,130.8,164.52,2018,CHORD
ChaserXX,N,43.46,40,27.14,0,0,6.6,560,NOTES
ChaserXX,H,76.67,65.71,35.05,0,0,24.7,988,NOTES
ChaserXX,A,112.76,101.31,48.06,0,0,101.48,1453,NOTES
純真可憐デザイア,N,33.02,30,31.35,0,0,11.4,422,NOTES
純真可憐デザイア,H,64.48,58.57,45.04,0,0,35.16,824,NOTES
純真可憐デザイア,A,91.71,84.28,49.6,0,0,90.32,1172,NOTES
EMERALDAS,N,60.07,67.14,26.73,48.1,35.93,19.69,704,PEAK
EMERALDAS,H,107.35,105.26,92.01,101.02,100.31,98.08,1258,NOTES
EMERALDAS,A,156.29,167.85,104.41,113.61,150.38,158.02,1833,PEAK
ANCHOR,N,53.61,44.28,23.55,0,22.18,24.38,680,NOTES
ANCHOR,H,101.56,97.14,63.76,0,62.26,80.81,1288,NOTES
ANCHOR,A,144.69,146.05,64.91,0,104.35,132.46,1835,PEAK
AA -rebuild-,N,52.77,51.42,3.57,0,0,11.05,646,NOTES
AA -rebuild-,H,102.36,87.14,11.9,0,0,46.97,1253,NOTES
AA -rebuild-,A,148.69,142.1,14.28,0,0,129.65,1820,NOTES
I Love You,N,43.1,35.71,29.65,0,1.09,4,540,NOTES
I Love You,H,77.42,65.71,37.21,0,1.56,19.15,970,NOTES
I Love You,A,110.23,100,40.7,0,4.06,90.66,1381,NOTES
バスルーム ロマンス,N,40.19,34.28,10.11,0,0,4.45,492,NOTES
バスルーム ロマンス,H,60.78,55.71,16.07,0,0,8.63,744,NOTES
バスルーム ロマンス,A,100.32,87.14,23.8,0,0,86.56,1228,NOTES
COSMIC☆WONDER☆REVOLUTION,N,35,31.42,9.83,0,0,0.2,389,NOTES
COSMIC☆WONDER☆REVOLUTION,H,64.97,57.14,28.84,0,0,41.15,722,NOTES
COSMIC☆WONDER☆REVOLUTION,A,94.39,80,30.81,0,0,104.76,1049,CHORD
ACCELERATE,N,46.06,38.57,41.6,0,0,14,597,NOTES
ACCELERATE,H,69.05,65.71,43.28,0,0,25.27,895,NOTES
ACCELERATE,A,97.29,82.85,44.97,0,0,91.69,1261,NOTES
Expanded !!,N,25.32,22.85,17.31,0,0,0,341,NOTES
Expanded !!,H,58.52,50,43.29,0,0,13.15,788,NOTES
Expanded !!,A,98.33,90,51.94,0,0,102.46,1324,CHORD
"Life Is A Game ft.DD""ナカタ""Metal",N,50.63,50,14.36,0,0,9.66,642,NOTES
"Life Is A Game ft.DD""ナカタ""Metal",H,78.78,91.42,15.51,0,0,29.11,999,PEAK
"Life Is A Game ft.DD""ナカタ""Metal",A,139.99,150,54.01,0,0,149.35,1775,PEAK
Back Spin Sweeper,N,34.88,40,44.68,0,19.21,8.35,438,SCRATCH
Back Spin Sweeper,H,57.1,65.71,53.96,0,28.81,28.78,717,PEAK
Back Spin Sweeper,A,92.06,103.94,71.37,0,44.37,74.51,1156,PEAK
シムルグの目醒め,N,55.92,50,5.68,0,0,32.17,717,NOTES
シムルグの目醒め,H,94.46,95.71,15.34,0,0,57.74,1211,PEAK
シムルグの目醒め,A,142.12,148.68,89.79,0,0,128.22,1822,PEAK
Abraxas,N,32.14,37.14,18.59,0,10.93,6.25,403,PEAK
Abraxas,H,67.32,62.85,25.57,0,22.81,20.89,844,NOTES
Abraxas,A,98.98,101.31,97.63,0,36.62,65.44,1241,PEAK
Papilio ulysses,N,49.07,48.57,53.57,0,0,10,614,SCRATCH
Papilio ulysses,H,86.31,81.42,66.38,0,28.17,25.35,1080,NOTES
Papilio ulysses,A,119.72,115.78,139.49,0,149.26,74.96,1498,CHARGE
Mira,N,38.11,37.14,22.42,0,0,5.2,483,NOTES
Mira,H,76.38,72.85,26.44,0,0,21.49,968,NOTES
Mira,A,125.93,106.57,33.34,0,0,106.63,1596,NOTES
東京神話,N,44.53,42.85,25.81,0,0,9.6,528,NOTES
東京神話,H,77.09,70,59.61,0,0,36.93,914,NOTES
東京神話,A,126.95,148.68,81.73,0,0,108.77,1505,PEAK
東京神話,L,160.32,200,81.12,0,0,150.72,1903,PEAK
Beast mode,N,40.42,38.57,21.9,0,6.56,7.05,538,NOTES
Beast mode,H,60.34,64.28,43.25,0,22.65,25.78,803,PEAK
Beast mode,A,104.83,106.57,44.89,0,76.06,104.26,1395,PEAK
FIRE BALL,N,41.24,37.14,19.34,0,0,10,435,NOTES
FIRE BALL,H,78.97,77.14,29.7,0,0,42.07,833,NOTES
FIRE BALL,A,119.93,117.1,64.24,0,0,109.5,1265,NOTES
草原の王女-軌跡を辿って-,N,31.17,28.57,3.87,0,0,2.2,352,NOTES
草原の王女-軌跡を辿って-,H,55.7,48.57,13.54,0,0,19.95,629,NOTES
草原の王女-軌跡を辿って-,A,103.79,88.57,25.8,0,0,112.56,1172,CHORD
O/D*20,N,49.21,54.28,8.63,0,0,5.8,581,PEAK
O/D*20,H,72.33,70,10.49,0,3.43,33.5,854,NOTES
O/D*20,A,90.71,81.42,31.47,0,3.43,70.27,1071,NOTES
255,N,41.75,45.71,59.02,0,0,0.8,469,SCRATCH
255,H,73.27,64.28,81.73,0,0,37.75,823,SCRATCH
255,A,149.21,126.31,107.5,0,0,143.58,1676,NOTES
Battleground,N,47.18,42.85,33.5,0,0,16.91,595,NOTES
Battleground,H,76.75,67.14,49.68,0,0,62.7,968,NOTES
Battleground,A,107.92,114.47,61.23,0,0,96.48,1361,PEAK
Boomy and The Boost,N,42.02,47.14,14.22,0,0,14.39,538,PEAK
Boomy and The Boost,H,81.38,78.57,34.14,0,8.28,51.49,1042,NOTES
Boomy and The Boost,A,142.62,128.94,111.04,0,49.92,149.8,1826,CHORD
ANAGMA,N,40.48,35.71,10.17,0,0,5.4,522,NOTES
ANAGMA,H,71.74,65.71,31.08,0,0,40.44,925,NOTES
ANAGMA,A,103.85,95.71,50.85,0,0,100.29,1339,NOTES
ハイ*ビスカス ft. Kanae Asaba,N,34.25,32.85,5.69,0,0,4.4,438,NOTES
ハイ*ビスカス ft. Kanae Asaba,H,61.31,57.14,13.1,0,0,25.17,784,NOTES
ハイ*ビスカス ft. Kanae Asaba,A,96.43,84.28,21.65,0,0,68.05,1233,NOTES
Alpheratz,N,17.14,15.71,5.72,0,0,0,218,NOTES
Alpheratz,H,40.81,41.42,21.77,0,0,18.23,519,PEAK
Alpheratz,A,82.48,80,27.5,0,0,74.29,1049,NOTES
Amor De Verão,N,33.24,34.28,37.77,0,0,9.6,404,SCRATCH
Amor De Verão,H,59.91,55.71,40.17,0,0,35.09,728,NOTES
Amor De Verão,A,98.17,94.28,58.15,0,0,92.81,1193,NOTES
LUV DRIVE,N,33.87,32.85,12.95,0,2.81,5.6,419,NOTES
LUV DRIVE,H,55.21,48.57,28.85,0,5.31,29.04,683,NOTES
LUV DRIVE,A,86.9,85.71,45.35,0,34.7,81.9,1075,NOTES
HAT TRICK,N,37.4,37.14,29.24,0,1.87,5.6,438,NOTES
HAT TRICK,H,62.51,62.85,37.95,0,8.12,43.5,732,PEAK
HAT TRICK,A,95.47,87.14,69.06,0,13.28,90.74,1118,NOTES
Break Stasis,N,55.43,47.14,13.8,0,4.37,16.89,673,NOTES
Break Stasis,H,80.72,70,19.8,0,5.46,49.9,980,NOTES
Break Stasis,A,104.94,101.31,39,0,6.09,101.54,1274,NOTES
エディブルフラワーの独白,N,33.2,25.71,11.18,0,0,2.6,411,NOTES
エディブルフラワーの独白,H,64.23,61.42,13.54,0,0,37.93,795,NOTES
エディブルフラワーの独白,A,89.68,88.57,15.3,0,0,94.36,1110,CHORD
Exhaust Hype,N,41.32,35.71,40.29,0,0,12.6,523,NOTES
Exhaust Hype,H,78.53,67.14,53.53,0,0,60.82,994,NOTES
Exhaust Hype,A,112.67,97.14,81.74,0,0,116.39,1426,CHORD
FREEDOM,N,39.63,37.14,50.85,0,0,10.85,511,SCRATCH
FREEDOM,H,68.25,65.71,60.46,0,0,43.72,880,NOTES
FREEDOM,A,114.87,110.52,100.01,0,0,127.31,1481,CHORD
Slipstream,N,41.08,44.28,27.96,0,4.84,12,546,PEAK
Slipstream,H,79.31,80,42.21,0,32.03,52.59,1054,PEAK
Slipstream,A,137.1,139.47,103.7,0,61.4,130.31,1822,PEAK
Best of Me,N,32.81,31.42,13.89,0,0,4.8,413,NOTES
Best of Me,H,64.35,57.14,33.57,0,0,40.8,810,NOTES
Best of Me,A,89.54,97.14,33.57,0,0,78.85,1127,PEAK
Around the Future,N,42.7,44.28,27.17,0,0,3.59,561,PEAK
Around the Future,H,67.89,71.42,42.14,0,0,20.13,892,PEAK
Around the Future,A,101.16,107.89,77.08,0,0,73.7,1329,PEAK
FUTURE is Dead,N,38.15,34.28,47.02,0,0,12.4,467,SCRATCH
FUTURE is Dead,H,62.66,62.85,48.21,0,0,30.27,767,PEAK
FUTURE is Dead,A,94.03,101.31,48.8,150.08,0,91.18,1151,SOFLAN
Acidiva 303,N,33.1,31.42,17.39,0,0,2.8,416,NOTES
Acidiva 303,H,55.94,55.71,19.13,0,0,12.49,703,NOTES
Acidiva 303,A,92.38,91.42,45.22,0,0,66.58,1161,NOTES
1001 -ESCAPE-,N,40.53,37.14,27.61,0,0,19.4,524,NOTES
1001 -ESCAPE-,H,66.99,62.85,55.79,0,0,61.68,866,NOTES
1001 -ESCAPE-,A,102.65,90,55.79,0,0,111.48,1327,CHORD
共犯ヘヴンズコード,N,21.98,21.42,18.62,0,0,7.8,258,NOTES
共犯ヘヴンズコード,H,59.98,55.71,46.55,0,0,40.64,704,NOTES
共犯ヘヴンズコード,A,97.89,92.85,46.55,0,0,105.79,1149,CHORD
うさ☆かめ 大戦争！,N,40.95,42.85,64.33,0,0,17.4,487,SCRATCH
うさ☆かめ 大戦争！,H,70.3,71.42,80.88,0,0,39.37,836,SCRATCH
うさ☆かめ 大戦争！,A,107.31,97.14,80.26,0,0,104.64,1276,NOTES
Nothing but Theory,N,44.04,38.57,17.89,0,0,7.8,556,NOTES
Nothing but Theory,H,64.25,58.57,22.51,0,0,18.71,811,NOTES
Nothing but Theory,A,113.92,103.94,45.02,0,0,105.18,1438,NOTES
Illusionary Waterlily,N,53.16,52.85,38.32,0,4.06,11.91,667,NOTES
Illusionary Waterlily,H,92.77,90,52.84,0,11.79,40.41,1164,NOTES
Illusionary Waterlily,A,143.71,136.84,84.2,0,21.92,128.91,1803,NOTES
n'pa pa BBQ,N,38.83,38.57,12.66,0,0,2.4,469,NOTES
n'pa pa BBQ,H,73.86,68.57,27.75,0,1.87,41.31,892,NOTES
n'pa pa BBQ,A,116.58,102.63,33.18,0,13.43,113.27,1408,NOTES
Temple of Anubis,N,38.51,34.28,30.39,0,9.53,10.4,517,NOTES
Temple of Anubis,H,58.17,61.42,41.24,0,11.98,26.21,781,PEAK
Temple of Anubis,A,100.18,97.14,95.51,0,28.79,101.85,1345,CHORD
Persephone,N,55.3,52.85,33.28,0,0,16.35,690,NOTES
Persephone,H,80.7,75.71,49.05,0,0,68.93,1007,NOTES
Persephone,A,123.34,115.78,88.17,0,0,123.15,1539,NOTES
Hella Deep,N,25.97,28.57,26.78,4.6,3.75,2.6,325,PEAK
Hella Deep,H,42.99,45.71,41.92,13.57,4.68,24.45,538,PEAK
Hella Deep,A,76.64,85.71,116.73,29.71,11.25,84.06,959,SCRATCH
Static State,N,43.48,38.57,32.85,0,29.37,17.03,540,NOTES
Static State,H,73.44,71.42,45.17,0,47.39,41.27,912,NOTES
Static State,A,98.08,109.21,47.52,0,69.68,89.69,1218,PEAK
Get Up! feat. Kanae Asaba,N,24.95,25.71,10.44,0,0,2.8,296,PEAK
Get Up! feat. Kanae Asaba,H,54.36,55.71,15.96,0,1.87,11.63,645,PEAK
Get Up! feat. Kanae Asaba,A,81.42,74.28,26.4,0,13.78,54.21,966,NOTES
Midnight Lady,N,24.83,28.57,15.12,0,12.03,2.8,323,PEAK
Midnight Lady,H,45.82,51.42,18.48,0,21.25,17.67,596,PEAK
Midnight Lady,A,75.27,74.28,19.04,0,49.7,74.92,979,NOTES
The Chase,N,28.92,31.42,84.52,0,5.62,5.2,359,SCRATCH
The Chase,H,57.2,60,156.41,0,10.15,22.83,710,SCRATCH
The Chase,A,92.48,103.94,179.94,0,30.93,91.14,1148,SCRATCH
UMMU,N,50.23,40,25.14,0,0,9.2,626,NOTES
UMMU,H,86.91,70,50.28,0,48.95,38.93,1083,NOTES
UMMU,A,127.35,106.57,106.12,0,106.13,106.67,1587,NOTES
Rise Circuit,N,39.57,41.42,10.88,0,8.43,8,477,PEAK
Rise Circuit,H,68.53,70,21.15,0,55,40.47,826,PEAK
Rise Circuit,A,97.91,122.36,25.99,0,143.34,93.04,1180,CHARGE
Chemical Cookie,N,39.49,37.14,25.41,0,0,12.6,419,NOTES
Chemical Cookie,H,69.66,62.85,38.46,0,0,41.77,739,NOTES
Chemical Cookie,A,101.9,92.85,64.56,0,0,96.26,1081,NOTES
Xperanza,N,55.06,47.14,38.91,0,7.5,16.05,701,NOTES
Xperanza,H,97.25,87.14,79.55,0,25.62,95.42,1238,NOTES
Xperanza,A,128.59,126.31,132.81,0,29.84,129.18,1637,SCRATCH
Eine Haube ～聖地の果てにあるもの～,N,44.17,38.57,4.56,0,0,15.45,493,NOTES
Eine Haube ～聖地の果てにあるもの～,H,65.23,57.14,25.46,0,0,42.14,728,NOTES
Eine Haube ～聖地の果てにあるもの～,A,118.36,126.31,25.46,0,0,105.94,1321,PEAK
Only for now,N,37,32.85,15.85,0,0,13.77,459,NOTES
Only for now,H,64.25,55.71,17.62,0,0,47.67,797,NOTES
Only for now,A,91.75,71.42,17.62,0,0,98.33,1138,CHORD
Only for now,L,117.71,92.85,18.2,0,0,119.98,1460,CHORD
From Time To Time,N,31.22,27.14,1.12,0,0,10,404,NOTES
From Time To Time,H,75.96,72.85,2.25,0,0,64.03,983,NOTES
From Time To Time,A,99.92,90,2.25,0,0,74.4,1293,NOTES
SPEED,N,36.83,32.85,21.23,0,6.56,7,455,NOTES
SPEED,H,69.06,61.42,73.14,0,11.71,24.63,853,SCRATCH
SPEED,A,110.02,97.14,89.66,0,43.75,97.05,1359,NOTES
Fervidex,N,33.04,31.42,7.8,0,0,2.8,432,NOTES
Fervidex,H,69.99,70,10.58,0,0,41.33,915,PEAK
Fervidex,A,104.1,110.52,17.83,0,0,111.58,1361,CHORD
DEADHEAT,N,50.52,41.42,50.41,0,0,12.8,606,NOTES
DEADHEAT,H,88.86,84.28,93.53,0,0,57.95,1066,SCRATCH
DEADHEAT,A,143.47,134.21,108.98,0,0,137.05,1721,NOTES
Arca,N,35.99,37.14,2.24,0,0,13.6,468,PEAK
Arca,H,73.91,62.85,13.44,0,0,33.97,961,NOTES
Arca,A,123.22,125,31.94,0,0,114.37,1602,PEAK
SPEED DEMON,N,30.8,34.28,34.34,0,7.5,6.2,379,SCRATCH
SPEED DEMON,H,59.81,57.14,49.73,0,31.09,26.69,736,NOTES
SPEED DEMON,A,97.36,94.28,102.45,0,61.39,71.72,1198,SCRATCH
命の標本,N,29.9,30,9.37,0,0,3.59,372,PEAK
命の標本,H,69.44,81.42,40.4,0,0,48.9,864,PEAK
命の標本,A,109.15,115.78,41.58,0,0,108.47,1358,PEAK
Be a Hero!,N,30.27,30,22.39,0,0,11.4,394,NOTES
Be a Hero!,H,77.3,70,64.38,0,0,44.33,1006,NOTES
Be a Hero!,A,122.33,101.31,94.05,0,0,99.49,1592,NOTES
Raspberry Railgun,N,60.77,55.71,19.7,0,0,16.45,719,NOTES
Raspberry Railgun,H,97.62,85.71,36.33,0,0,77.05,1155,NOTES
Raspberry Railgun,A,135.74,107.89,39.41,0,0,129.45,1606,NOTES
STARLIGHT JUNCTION,N,36.63,35.71,21.16,0,0,7.6,454,NOTES
STARLIGHT JUNCTION,H,65.84,64.28,38.8,0,0,24.62,816,NOTES
STARLIGHT JUNCTION,A,92.79,85.71,41.15,0,0,79.69,1150,NOTES
Antigravity,N,45.55,41.42,29.15,0,4.68,12.4,535,NOTES
Antigravity,H,88.81,80,65.14,0,40,52.94,1043,NOTES
Antigravity,A,135.47,125,76.92,0,51.71,119.01,1591,NOTES
バ→ビ→ブ→Bomb!,N,34.67,35.71,40.7,0,0.93,13.8,422,SCRATCH
バ→ビ→ブ→Bomb!,H,75.84,64.28,62.85,0,0.93,52.39,923,NOTES
バ→ビ→ブ→Bomb!,A,106.32,105.26,76.62,0,44.37,96.41,1294,NOTES
NITROUS CANNON,N,54.38,50,51.13,0,1.87,14,713,NOTES
NITROUS CANNON,H,80.47,74.28,59.46,0,5,35.54,1055,NOTES
NITROUS CANNON,A,143.02,125,102.61,0,0,128.06,1875,NOTES
SHOX,N,53.19,48.57,31.77,0,0,21.69,439,NOTES
SHOX,H,72.21,70,84.74,0,0,49.66,596,SCRATCH
SHOX,A,106.74,101.31,90.04,0,0,71.33,881,NOTES
encounter,N,39.12,37.14,30.58,0,0,22.65,494,NOTES
encounter,H,71.83,64.28,47.89,0,0,52.92,907,NOTES
encounter,A,132.97,121.05,53.08,0,0,116.23,1679,NOTES
HYPE THE CORE,N,48.98,41.42,35.37,0,0,11.37,565,NOTES
HYPE THE CORE,H,90.5,88.57,48,0,0,63.26,1044,NOTES
HYPE THE CORE,A,133.42,111.84,54.95,0,0,129.09,1539,NOTES
City Never Sleeps (IIDX Edition),N,51.67,54.28,7.89,0,16.09,13.17,668,PEAK
City Never Sleeps (IIDX Edition),H,75.57,77.14,16.9,0,36.04,57.27,977,PEAK
City Never Sleeps (IIDX Edition),A,103.96,106.57,15.78,0,69.73,106.83,1344,CHORD
Rampage,N,46.44,41.42,31.6,0,0,15.51,653,NOTES
Rampage,H,89.4,81.42,67.36,0,0.46,101.55,1257,CHORD
Rampage,A,130.22,138.15,91.19,0,18.25,150.14,1831,CHORD
REVOLVER,N,43.35,37.14,29.51,0,0,9,471,NOTES
REVOLVER,H,77.69,65.71,54.32,0,0,35.86,844,NOTES
REVOLVER,A,129.33,110.52,79.81,0,0,108.29,1405,NOTES
DropZ-Line-,N,56.02,57.14,26.97,77.15,2.34,12,696,SOFLAN
DropZ-Line-,H,88.62,80,52.19,117.31,3.28,46.55,1101,SOFLAN
DropZ-Line-,A,132.65,130.26,95.58,139.55,7.03,114.37,1648,SOFLAN
Sleepless days,N,28.17,25.71,15.29,0,0,5.2,255,NOTES
Sleepless days,H,50.38,44.28,17.71,0,0,28.49,456,NOTES
Sleepless days,A,87.07,74.28,21.73,0,0,71.43,788,NOTES
MAXIVCORD,N,40.59,40,13.6,0,0,5.2,413,NOTES
MAXIVCORD,H,73.91,81.42,20.76,0,0,25.45,752,PEAK
MAXIVCORD,A,123.45,115.78,20.76,0,35.48,108.44,1256,NOTES
Let's Bounce !!,N,30.47,25.71,14.28,0,0,2.4,373,NOTES
Let's Bounce !!,H,53.75,57.14,33.33,0,0,15.95,658,PEAK
Let's Bounce !!,A,93.62,84.28,45.23,0,0,87.39,1146,NOTES
THE DAY OF JUBILATIONS,N,67.47,60,30.34,0,0,26.95,794,NOTES
THE DAY OF JUBILATIONS,H,104.87,82.85,45.81,0,0,96.21,1234,NOTES
THE DAY OF JUBILATIONS,A,149.32,126.31,78.63,0,134.44,135.96,1757,NOTES
KILL EACH OTHER,N,52.86,55.71,47.67,0,0,27.77,711,PEAK
KILL EACH OTHER,H,94.43,94.28,57.96,0,0,54.43,1270,NOTES
KILL EACH OTHER,A,144.62,139.47,74.21,0,0,136.06,1945,NOTES
抱きしめてモナムール,N,48.61,48.57,28.8,0,4.53,16.8,664,NOTES
抱きしめてモナムール,H,87.05,85.71,35.2,0,9.21,52.91,1189,NOTES
抱きしめてモナムール,A,154.4,127.63,58.14,0,32.64,150.36,2110,NOTES
UNDERWORLD HOLOGRAPHY,N,44.3,40,33.39,0,0,10.8,580,NOTES
UNDERWORLD HOLOGRAPHY,H,82.57,67.14,33.94,0,0,34.47,1081,NOTES
UNDERWORLD HOLOGRAPHY,A,125.88,109.21,35.61,0,0,119.74,1648,NOTES
R∞tAge,N,42.21,45.71,41.92,0,2.34,15.75,565,PEAK
R∞tAge,H,63.51,60,49.54,0,14.09,42.31,850,NOTES
R∞tAge,A,112.31,102.63,70.23,0,0,118.82,1503,CHORD
X-DEN,N,68.62,67.14,55.74,0,5.62,19.01,861,NOTES
X-DEN,H,113.02,119.73,104.33,0,11.71,82.89,1418,PEAK
X-DEN,A,176.43,178.57,117.54,0,20.31,164.81,2220,PEAK
HEISEI,N,46.96,48.57,11.01,0,16.56,19.19,590,PEAK
HEISEI,H,78.96,81.42,14.49,0,70.48,68.57,992,PEAK
HEISEI,A,102.76,100,15.07,0,102.35,103.28,1291,CHORD
Drastic Dramatic,N,66.97,55.71,20.73,0,0,21.27,800,NOTES
Drastic Dramatic,H,103.05,88.57,24.39,0,0,68.67,1231,NOTES
Drastic Dramatic,A,147.76,122.36,26.83,0,0,131.6,1765,NOTES
GENE,N,52.01,54.28,6.84,0,0,18.57,664,PEAK
GENE,H,86.13,82.85,47.88,0,23.29,77.65,1009,NOTES
GENE,A,154.54,132.89,29.41,0,0,149.95,2183,NOTES
Painful Fate,N,48.88,44.28,13.31,0,47.65,13.6,642,NOTES
Painful Fate,H,89.7,85.71,17.19,0,66.28,64.68,1178,NOTES
Painful Fate,A,129.6,131.57,22.19,0,159.75,122.67,1702,CHARGE
SIGMA,N,34.59,35.71,5.86,0,1.87,3.8,430,PEAK
SIGMA,H,64.69,52.85,9.96,0,2.5,9.63,804,NOTES
SIGMA,A,112.24,103.94,45.13,0,19.53,86.97,1395,NOTES
Digital Skipper,N,42.3,34.28,64.21,0,0,13.6,504,SCRATCH
Digital Skipper,H,67.73,58.57,66.65,0,0,22.16,807,NOTES
Digital Skipper,A,95.1,88.57,75.83,0,0,85.34,1133,NOTES
Lift Us High,N,37.83,35.71,35.71,0,0,7,494,NOTES
Lift Us High,H,61.88,60,41.29,0,0,23.77,808,NOTES
Lift Us High,A,95.51,84.28,56.36,0,0,74.51,1247,NOTES
CODE:0,N,57.14,50,13.76,0,0,17.45,726,NOTES
CODE:0,H,88.15,80,43,0,0,37.75,1120,NOTES
CODE:0,A,114.44,102.63,124.29,0,0,101.91,1454,SCRATCH
BLO§OM,N,42.76,42.85,23.22,0,0,9.2,550,PEAK
BLO§OM,H,65.55,62.85,25.49,0,0,21.64,843,NOTES
BLO§OM,A,100.31,90,25.49,0,30.46,74.14,1290,NOTES
ZENDEGI DANCE,N,49.18,37.14,16.07,0,0,7.51,602,NOTES
ZENDEGI DANCE,H,76.38,65.71,16.66,0,0,40.23,935,NOTES
ZENDEGI DANCE,A,113.8,101.31,23.21,0,0,112.25,1393,NOTES
Psycho Sheep Riddim,N,26.82,28.57,8.44,0,0,3.4,324,PEAK
Psycho Sheep Riddim,H,42.39,47.14,27.14,0,25.31,11.05,512,PEAK
Psycho Sheep Riddim,A,69.63,72.85,44.64,0,62.56,55.77,841,PEAK
Psycho Sheep Riddim,L,95.22,103.94,124.36,0,125.59,108.41,1150,CHARGE
COSMIC CYBER,N,47.25,44.28,8.54,0,0,11,524,NOTES
COSMIC CYBER,H,77.74,62.85,13.14,0,0,23.6,862,NOTES
COSMIC CYBER,A,132.48,118.42,58.48,0,0,112.38,1469,NOTES
A Tale Hidden In The Abyss,N,38.5,35.71,30.38,0,7.5,10.4,480,NOTES
A Tale Hidden In The Abyss,H,71.23,61.42,36.81,0,51.62,28.14,888,NOTES
A Tale Hidden In The Abyss,A,107.96,91.42,40.9,0,78.64,86.4,1346,NOTES
Garuda,N,51.99,44.28,21.7,0,0,9.05,541,NOTES
Garuda,H,80.93,67.14,28.71,0,3.9,48.58,842,NOTES
Garuda,A,127.16,109.21,55.32,0,10.37,118.59,1323,NOTES
グラナダの風,N,38.23,38.57,13.45,0,0,12.05,414,PEAK
グラナダの風,H,58.83,57.14,24.89,0,0,23.17,637,NOTES
グラナダの風,A,88.1,88.57,39.69,0,0,54.24,954,PEAK
Unbelief,N,44.27,50,6.22,0,20.62,8.91,570,PEAK
Unbelief,H,86.44,82.85,26.03,0,104.39,45.81,1113,CHARGE
Unbelief,A,130.1,131.57,31.12,0,177.59,121.29,1675,CHARGE
CoMAAAAAAA,N,52.53,50,32.73,0,0,8.69,643,NOTES
CoMAAAAAAA,H,87.25,74.28,43.45,0,0,70.62,1068,NOTES
CoMAAAAAAA,A,98.69,84.28,47.02,0,0,100.87,1208,CHORD
Wonderland,N,43.8,47.14,31.21,0,0,13,542,PEAK
Wonderland,H,77.35,74.28,45.34,0,0,56.01,957,NOTES
Wonderland,A,112.59,101.31,55.94,0,0,108.61,1393,NOTES
Mächö Mönky,N,60.39,55.71,74.69,0,0.93,38.45,754,SCRATCH
Mächö Mönky,H,89.94,91.42,125.4,0,1.87,74.76,1123,SCRATCH
Mächö Mönky,A,127.19,136.84,125.4,0,2.34,133.6,1588,PEAK
Glory,N,31.16,31.42,30.85,0,0,8.8,390,PEAK
Glory,H,68.32,57.14,40.75,0,0,36.57,855,NOTES
Glory,A,94.69,78.57,56.47,0,0,74.47,1185,NOTES
夏の匂い。キミの残像。 ft. Kanae Asaba,N,26.37,25.71,14.39,0,0,4.2,347,NOTES
夏の匂い。キミの残像。 ft. Kanae Asaba,H,59.06,58.57,16.61,0,0,45.6,777,NOTES
夏の匂い。キミの残像。 ft. Kanae Asaba,A,97.37,91.42,28.24,0,0,108.04,1281,CHORD
AGAiN,N,44.35,35.71,40.55,0,0,8,518,NOTES
AGAiN,H,70.47,60,43.67,0,0,34.46,823,NOTES
AGAiN,A,99.85,91.42,47.41,0,0,87.99,1166,NOTES
Catch Our Fire!,N,55.93,52.85,23.31,0,0,29.15,699,NOTES
